,title,at_scale_year,eis_url,bup_url,bldg_id
389,"The Proposed Opening and Co-location of New District
Elementary School 31R010 with Existing School P.S. 16 John
J. Driscoll (31R016) in Building R016 Beginning in 2014-2015
",2019.0,http://schools.nyc.gov/NR/rdonlyres/305400E6-AC46-43C3-8704-753805AAF2F5/150096/EIS_31R016_Colocation_vFINAL.pdf,,R016
391,"The Proposed Co-Location of New Public Elementary Charter School,
Success Academy Charter School – New York 6 (84QTBD), with
Existing Schools I.S. 59 Springfield Gardens (29Q059) and P.S. 176
Cambria Heights (29Q176) in Building Q059 Beginning in 2014-2015
",2023.0,http://schools.nyc.gov/NR/rdonlyres/305400E6-AC46-43C3-8704-753805AAF2F5/149385/EIS_84QTBD_ColocationatQ059_vFINAL.pdf,http://schools.nyc.gov/NR/rdonlyres/305400E6-AC46-43C3-8704-753805AAF2F5/149387/BUP_84QTBD_ColocationatQ059_vFINAL.pdf,Q059
394,"The Proposed Opening and Co-location of New District
Elementary School 28Q312 with Existing School P.S. 40
Samuel Huntington (28Q040) Beginning in the 2014-2015
School Year",2019.0,http://schools.nyc.gov/NR/rdonlyres/305400E6-AC46-43C3-8704-753805AAF2F5/149371/EIS_28Q312ES_Colocation_vfinal.pdf,,Q040
396,"The Proposed Opening and Co-location of New District High
School (27Q314) with Existing Schools J.H.S. 226 Virgil I.
Grissom (27Q226), J.H.S. 297 Hawtree Creek Middle School
(27Q297), and P.S. Q233 (75Q233@Q226), a District 75 School
in Building Q226 Beginning in the 2014-2015 School Year",2017.0,http://schools.nyc.gov/NR/rdonlyres/305400E6-AC46-43C3-8704-753805AAF2F5/150067/EIS_27Q226_Colocation_vfinal.pdf,,Q226
400,"The Proposed Opening and Co-location of New High School
(26Q315) with Martin Van Buren High School (26Q435) in
Building Q435 Beginning in 2014-2015
",2019.0,http://schools.nyc.gov/NR/rdonlyres/305400E6-AC46-43C3-8704-753805AAF2F5/151151/EIS_26Q315_ColocationatQ435_vFINALAmendmentvFINAL.pdf,,Q435
402,"The Proposed Co-location of Coney Island Preparatory Public Charter School
(84K744) Grades Kindergarten through Four with Existing Schools I.S. 281
Joseph B. Cavallaro (21K281) and P811K@I281K (75K811) in School Building
K281 Beginning in 2014-2015
",2017.0,http://schools.nyc.gov/NR/rdonlyres/305400E6-AC46-43C3-8704-753805AAF2F5/150313/EIS_84K774ConeyIslandPrepCoLocationK281_vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/305400E6-AC46-43C3-8704-753805AAF2F5/150314/BUP_21K281_75K811_CIPES_Colocation_vfinal.pdf,K281
405,"The Proposed Co-location of Achievement First Brooklyn
Academy Charter School with Existing Schools J.H.S. 166
George Gershwin (19K166), UFT Charter School (84K359),
and Van Siclen Community Middle School (19K654) in
Building K166 Beginning in 2014-2015
",2017.0,http://schools.nyc.gov/NR/rdonlyres/305400E6-AC46-43C3-8704-753805AAF2F5/150323/EIS_colocation_AF_K166_vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/305400E6-AC46-43C3-8704-753805AAF2F5/150325/BUP_84KTBD_K166_AFMS_vfinal.pdf,K166
409,"The Proposed Opening and Co-location of New Public Charter Elementary School Compass Charter School with Existing School M.S. 113 Ronald Edmonds Learning Center (13K113) and a District 75 Program, P372K@K113, in Building K113 Beginning in 2014-2015",2018.0,http://schools.nyc.gov/NR/rdonlyres/305400E6-AC46-43C3-8704-753805AAF2F5/150107/13K113_TER_and_Colocation_vFINAL1.pdf,http://schools.nyc.gov/NR/rdonlyres/305400E6-AC46-43C3-8704-753805AAF2F5/150108/BUP_13K113TERand84KTBDCompassColocation_vfinal1.pdf,K113
412,"The Proposed Co-location of a New District Elementary School
(12X458) with Existing Schools P.S. 050 Clara Barton (12X050) and
Fairmont Neighborhood School (12X314) in Building X050 Beginning
in 2014-2015",2019.0,http://schools.nyc.gov/NR/rdonlyres/305400E6-AC46-43C3-8704-753805AAF2F5/153417/X050_12X458_Colocation_Amended_EISvfinal1.pdf,,X050
415,"The Proposed Grade Reconfiguration and Extension of the Colocation of Children’s Aid College Prep Charter School (84X124), with P.S. 211 (12X211) and I.S. 318 The School of Mathematics, Science & Technology through the Arts (12X318) in Building X193, Beginning in 2014-2015",2019.0,http://schools.nyc.gov/NR/rdonlyres/305400E6-AC46-43C3-8704-753805AAF2F5/150245/X193_EIS_CACPCS_vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/305400E6-AC46-43C3-8704-753805AAF2F5/150246/X193_BUP_CACPCS_vfinal.pdf,X193
418,The Proposed Co-location of a New District High School (06M211) with Existing Schools J.H.S. 052 Inwood (06M052) and High School for Excellence and Innovation (06M423) in Building M052 Beginning in 2014-2015,2019.0,http://schools.nyc.gov/NR/rdonlyres/305400E6-AC46-43C3-8704-753805AAF2F5/150094/NewCTEHSinM052EIS_vFINAL.pdf,,M052
421,"The Proposed Co-Location of New Public Elementary Charter School,
Success Academy Charter School – New York 4 (84KTBD) Grades K-
4 with Existing School J.H.S. 78 Roy H. Mann (22K078) in Building
K078 Beginning in 2014-2015
",2017.0,http://schools.nyc.gov/NR/rdonlyres/7AC20E2C-5933-4F54-806B-DA19BE3A9C55/152296/AMENDEDk078EISVfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/7AC20E2C-5933-4F54-806B-DA19BE3A9C55/152297/AMENDEDBUPK078vfinal.pdf,K078
423,"The Proposed Co-location of Success Academy Charter
School – New York 3 (84KTBD), with Existing School I.S.
096 Seth Low (21K096) in Building K096 Beginning in 2014-
2015
",2018.0,http://schools.nyc.gov/NR/rdonlyres/7AC20E2C-5933-4F54-806B-DA19BE3A9C55/149465/EIS_SABrooklyn9inK096_vfinal1.pdf,http://schools.nyc.gov/NR/rdonlyres/7AC20E2C-5933-4F54-806B-DA19BE3A9C55/151148/AmendedBUP_SABrooklyn9Colocation_vfinal.pdf,K096
425,"The Proposed Co-location of New District High School (19K764) with Multicultural High School (19K583), Academy of Innovative Technology (19K618), Brooklyn Lab School (19K639), and Cypress Hills Collegiate Preparatory School (19K659) in Building K420 Beginning in 2014-2015",2017.0,http://schools.nyc.gov/NR/rdonlyres/7AC20E2C-5933-4F54-806B-DA19BE3A9C55/149370/EIS19K764NewHSK420_vFinal1.pdf,,K420
430,"The Proposed Co-location of Uncommon Charter High School 3 with
Existing Schools Brooklyn Generation School (18K566), Brooklyn
Theatre Arts High School (18K567), Victory Collegiate High School
(18K576), Brooklyn Bridge Academy (18K578), Academy for
Conservation and the Environment (18K637) and GED Plus (79Q950)
in Building K515 Beginning in 2014-2015
",2019.0,http://schools.nyc.gov/NR/rdonlyres/7AC20E2C-5933-4F54-806B-DA19BE3A9C55/149430/EIS_UncommonHSSouthshore_vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/7AC20E2C-5933-4F54-806B-DA19BE3A9C55/149431/BUP_84KTBD_Uncommon_vfinal.pdf,K515
437,The Proposed Re-Siting and Co-Location of Success Academy Charter School – Crown Heights (84K741) with Existing School P.S. 161 The Crown (17K161) in Building K161 Beginning in 2014-2015,2017.0,http://schools.nyc.gov/NR/rdonlyres/7AC20E2C-5933-4F54-806B-DA19BE3A9C55/149510/EISResitingandCoLocationofSACrownHeightsK161_vFina.pdf ,http://schools.nyc.gov/NR/rdonlyres/7AC20E2C-5933-4F54-806B-DA19BE3A9C55/149511/BUP_84K741_SuccessCrownHeights_K161_vFinal.pdf ,K161
439,"The Proposed Re-siting and Co-location of Stephen T. Mather
Building Arts & Craftsmanship High School (02M139) in
Building M625 with Existing Schools High School of Graphic
Communication Arts (02M625), Business of Sports School
(02M393), Urban Assembly Gateway School for Technology
(02M507) and Success Academy Charter School – Hell’s
Kitchen (84M170), and New School Success Academy
Charter School – Manhattan Middle School (84MTBD)
Beginning in the 2014-2015 School Year",2021.0,http://schools.nyc.gov/NR/rdonlyres/7AC20E2C-5933-4F54-806B-DA19BE3A9C55/149513/MatherResitingv_FINAL.pdf,http://schools.nyc.gov/NR/rdonlyres/7AC20E2C-5933-4F54-806B-DA19BE3A9C55/149514/BUP_MatherResiteFINAL3.pdf,M625
444,The Proposed Co-location of Success Academy Charter School – New York 2 (84XTBD) with Existing Schools J.H.S. 131 Albert Einstein (08X131) and Soundview Academy for Culture and Scholarship (08X448) in Building X131 Beginning in 2014-2015,2018.0,http://schools.nyc.gov/NR/rdonlyres/7AC20E2C-5933-4F54-806B-DA19BE3A9C55/149507/EIS_Colocation_X131_vfinal1.pdf ,http://schools.nyc.gov/NR/rdonlyres/7AC20E2C-5933-4F54-806B-DA19BE3A9C55/149508/X131_84XTBD_BUP_vfinal1.pdf ,X131
447,"The Proposed Co-Location of a New Elementary School (08X392) with Urban Assembly Academy of Civic Engagement (08X366), Urban Institute of Mathematics (08X371), and Mott Hall Community School (08X467) in Building X192 Beginning in 2014-2015",2019.0,http://schools.nyc.gov/NR/rdonlyres/7AC20E2C-5933-4F54-806B-DA19BE3A9C55/149347/EIS_X192_NewDistrictESColocation_vfinal.pdf ,,X192
448,"The Proposed Co-Location of a New Elementary School (08X392) with Urban Assembly Academy of Civic Engagement (08X366), Urban Institute of Mathematics (08X371), and Mott Hall Community School (08X467) in Building X192 Beginning in 2014-2015",2019.0,http://schools.nyc.gov/NR/rdonlyres/7AC20E2C-5933-4F54-806B-DA19BE3A9C55/149347/EIS_X192_NewDistrictESColocation_vfinal.pdf,,X192
451,"The Proposed Re-siting and Co-location of The Urban Assembly School for Emergency Management (02M135) with Existing School Murry Bergtraum High School for Business Careers (02M520) and New Charter Elementary School, Success Academy Charter School – New York 1 (84MTBD) in Building M520 Beginning in the 2014-2015 School Year",2018.0,http://schools.nyc.gov/NR/rdonlyres/7AC20E2C-5933-4F54-806B-DA19BE3A9C55/149516/UAEMResitingFINAL.pdf,http://schools.nyc.gov/NR/rdonlyres/7AC20E2C-5933-4F54-806B-DA19BE3A9C55/149520/BUP_M520_SAM3_FINAL2.pdf,M520
455,"The Proposed Co-Location of New Public Charter School PAVE II
Charter School (84KTBD) with Existing Schools I.S. 347 School of
Humanities (32K347) and I.S. 349 Math, Science and Tech. (32K349) in
Building K111 Beginning in 2014-2015
",2018.0,http://schools.nyc.gov/NR/rdonlyres/D5369995-5FC0-41F8-BF1A-6E8BAC200A23/144107/EIS_PAVEIIK5K111_FINAL1.pdf,,K111
457,"The Proposed Co-Location of New Public Charter School Achievement First North Brooklyn Preparatory’s (84KTBD) Grades K-4
with Existing School P.S. 377 Alejandrina B. De Gautier (32K377) in
Building K377 Beginning in 2014-2015
",2017.0,http://schools.nyc.gov/NR/rdonlyres/D5369995-5FC0-41F8-BF1A-6E8BAC200A23/144114/EIS_AFCentralBKK4K377_vfinal1.pdf,http://schools.nyc.gov/NR/rdonlyres/D5369995-5FC0-41F8-BF1A-6E8BAC200A23/144115/BUP_84KTBD_AFCentralK377_vfinal1.pdf,K377
459,"The Proposed Opening and Co-Location of a New Citywide Gifted and
Talented School (30Q300) with Existing School P.S. 17 Henry David
Thoreau in Building Q017 Beginning in the 2014-2015 School Year,
and the Proposed Re-Siting, Split-Siting, and Co-Location of Grades
Five Through Eight of 30Q300 with I.S. 126 Albert Shanker School for
Visual and Performing Arts in Building Q126 Beginning in the 2015-
2016 School Year",2017.0,http://schools.nyc.gov/NR/rdonlyres/D5369995-5FC0-41F8-BF1A-6E8BAC200A23/144097/30QTBD_Q126_Q017_EIS_vFinal1.pdf,,Q017
461,"The Proposed Opening and Co-Location of a New Citywide Gifted and
Talented School (30Q300) with Existing School P.S. 17 Henry David
Thoreau in Building Q017 Beginning in the 2014-2015 School Year,
and the Proposed Re-Siting, Split-Siting, and Co-Location of Grades
Five Through Eight of 30Q300 with I.S. 126 Albert Shanker School for
Visual and Performing Arts in Building Q126 Beginning in the 2015-
2016 School Year",2018.0,http://schools.nyc.gov/NR/rdonlyres/D5369995-5FC0-41F8-BF1A-6E8BAC200A23/144097/30QTBD_Q126_Q017_EIS_vFinal1.pdf,,Q126
464,"The Proposed Co-location of the High School Grades of Success Academy Charter School –
Harlem 1 (84M351), Success Academy Charter School – Harlem 2 (84M384), Success Academy
Charter School – Harlem 3 (84M385), Success Academy Charter School – Harlem 4 (84M386), and
Success Academy Charter School – Harlem 5 (84M482) with Existing Schools Manhattan Academy
for Arts and Language (02M427), Murray Hill Academy (02M432) and Unity Center for Urban
Technologies (02M500) in School Building M620 Beginning in the 2014-2015 School Year, and the
Proposed Temporary Co-location of the Eighth Grade of Success Academy Charter School –
Harlem 1 (84M351) in Building M620 for the 2014-2015 and 2015-2016 School Years, and the Eighth
Grades of Success Academy Charter School – Harlem 2 (84M384), Success Academy Charter
School – Harlem 3 (84M385), and Success Academy Charter School – Harlem 4 (84M386) in
Building M620 in the 2015-2016 School Year with Existing Schools Manhattan Academy for Arts
and Language (02M427), Murray Hill Academy (02M432) and Unity Center for Urban Technologies
(02M500)
",2020.0,http://schools.nyc.gov/NR/rdonlyres/D5369995-5FC0-41F8-BF1A-6E8BAC200A23/142028/SuccessHSatNormanThomas_vFINAL1.pdf,http://schools.nyc.gov/NR/rdonlyres/D5369995-5FC0-41F8-BF1A-6E8BAC200A23/142029/BUP_M620_SCNHS_vFINAL1.pdf,M620
468,"The Proposed Co-Location of Explore Envision Charter School
Grades K-5 (84KTBD) with Existing Schools P.S. 190 Sheffield
(19K190) and Essence School (19K311) in Building K190 Beginning in
2014-2015",2017.0,http://schools.nyc.gov/NR/rdonlyres/D5369995-5FC0-41F8-BF1A-6E8BAC200A23/144068/EIS_84KTBD_Explore_K5_K190_Colocation_vfinal1.pdf,http://schools.nyc.gov/NR/rdonlyres/D5369995-5FC0-41F8-BF1A-6E8BAC200A23/144069/BUP_84KTBDExploreK5K190Colocation_vfinal1.pdf,K190
470,"The Proposed Co-Location of Grades 5-8 of Success Academy
Charter School – Bronx 2 (84X494) with Existing Schools J.H.S. 22
Jordan L. Mott (09X022) and Bronx Writing Academy (09X323) in
Building X022 Beginning in 2014-2015",2017.0,http://schools.nyc.gov/NR/rdonlyres/D5369995-5FC0-41F8-BF1A-6E8BAC200A23/144378/EIS_Amended_X022Colocation_vFinal1.pdf,http://schools.nyc.gov/NR/rdonlyres/D5369995-5FC0-41F8-BF1A-6E8BAC200A23/144379/BUP_Amended_X022CoLocation_vFinal1.pdf,X022
473,"The Proposed Co-Location of Boys Preparatory Charter School of the
Bronx (84XTBD) with P.S. 107 (08X107) in Building X107, Beginning in
2014-2015",2018.0,http://schools.nyc.gov/NR/rdonlyres/D5369995-5FC0-41F8-BF1A-6E8BAC200A23/144065/BoysPrepColocation_X107_EIS_vfinal1.pdf,http://schools.nyc.gov/NR/rdonlyres/D5369995-5FC0-41F8-BF1A-6E8BAC200A23/144066/BoysPrepColocation_X107_BUP_vfinal1.pdf,X107
475,The Proposed Co-Location of Grades Kindergarten through Four of KIPP S.T.A.R. College Preparatory Charter School (84M726) with KIPP Infinity Charter School (84M336) and New Design Middle School (05M514) in Building M195 Beginning in 2014-2015,2018.0,http://schools.nyc.gov/NR/rdonlyres/79E5047D-AE22-492B-8EB0-4E07BA1C4E52/141969/KIPPSTARHarleminM195EISv18FINAL.pdf,http://schools.nyc.gov/NR/rdonlyres/79E5047D-AE22-492B-8EB0-4E07BA1C4E52/141970/KIPPSTARHarleminM195BUPv21FINAL.pdf,M195
481,BUP  Revision: Leadership Preparatory Charter School 4’s (84KTBD) K-4 Grades with Existing School I.S. 211 John Wilson (18K211) in Building K211,2017.0,,http://schools.nyc.gov/NR/rdonlyres/FEF28822-899D-4132-A113-83A143B39FB6/141967/RevisedK211BUPLeadershipPrep4_vfinal.pdf,K211
483,"The Proposed Grade Expansion of Washington Heights Expeditionary
Learning School (06M348) to a K-12 School Beginning in 2014-2015
",2019.0,http://schools.nyc.gov/NR/rdonlyres/65458436-3939-433C-8EF0-351EACBF92FB/135988/WHEELSEISv33FINAL.pdf,,M143
485,The Proposed Opening and Co-location of New District High School 30Q258 with I.S. 204 Oliver W. Holmes (30Q204) Beginning in 2013-2014,2018.0,http://schools.nyc.gov/NR/rdonlyres/65458436-3939-433C-8EF0-351EACBF92FB/138455/30Q258_EnergyHighColocationinQ204_VFinal.pdf,,Q204
488,"The Proposed Co-location of The New American Academy Charter School (84KTBD) in Building K415 with Existing Schools Kurt Hahn Expeditionary School (18K569), It Takes a Village Academy (18K563), and Cultural Academy for the Arts and Sciences (18K629) Beginning in the 2013-2014 School Year",2017.0,http://schools.nyc.gov/NR/rdonlyres/65458436-3939-433C-8EF0-351EACBF92FB/137233/EIS_84KTBD_NewAmerican_K415_vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/65458436-3939-433C-8EF0-351EACBF92FB/137234/BUP_84KTBD_NewAmerican_K415_vfinal.pdf,K415
492,"The Proposed Co-location of South Bronx Classical Charter
School II (84XTBD) in Building X154 with Existing School P.S.
154 Jonathan D. Hyatt (07X154) Beginning in 2013-2014
",2018.0,http://schools.nyc.gov/NR/rdonlyres/65458436-3939-433C-8EF0-351EACBF92FB/138382/X154_SBCCSIIColocation_EIS_vfinal.pdf,http://schools.nyc.gov/NR/rdonlyres/65458436-3939-433C-8EF0-351EACBF92FB/138452/X154_84XTBD_BUP_vfinal_amendedfinal.pdf,X154
494,"The Proposed Opening and Co-location of a New District
Elementary School, 06M103, with Existing School P.S.
132 Juan Pablo Duarte (06M132) in Building M132
Beginning in 2013-2014
",2018.0,http://schools.nyc.gov/NR/rdonlyres/65458436-3939-433C-8EF0-351EACBF92FB/137954/06M132TERandColocationFINAL.pdf,,M132
496,"The Proposed Co-location of Grades Kindergarten through Four of Democracy Prep Harlem Charter School (84M481), with Choir Academy of Harlem (05M469), Harlem Children’s Zone Promise Academy II (84M341), and New District School 05M157 (05M157) in Building M501 Beginning in 2013-2014",2017.0,http://schools.nyc.gov/NR/rdonlyres/65458436-3939-433C-8EF0-351EACBF92FB/139668/84M481ReplacementEISREVISEDvFINAL1.pdf,http://schools.nyc.gov/NR/rdonlyres/65458436-3939-433C-8EF0-351EACBF92FB/139669/DemocracyPrepElementarySchoolinM501BUPREVISEDv14FI.pdf,M501
501,"The Proposed Opening and Co-location of New District High School (05M157) with Choir Academy of Harlem (05M469), Harlem Children’s Zone Promise Academy II (84M341), and Grades Kindergarten through Four of Democracy Prep Harlem Charter School (84M481) in Building M501 Beginning in 2013-2014",2017.0,http://schools.nyc.gov/NR/rdonlyres/65458436-3939-433C-8EF0-351EACBF92FB/139672/05MTBDReplacementEISREVISEDvFINAL3.pdf,,M501
506,"The Proposed Co-location of a New Public Charter School, East
Harlem Scholars Academy Charter School II (84MTBD) with Existing
Schools J.H.S. 13 Jackie Robinson (04M013), Central Park East I
(04M497), Central Park East High School (04M555), and East Harlem
Scholars Academy Charter School (84M518) in School Building M013
Beginning in 2013-2014",2020.0,http://schools.nyc.gov/NR/rdonlyres/65458436-3939-433C-8EF0-351EACBF92FB/140222/EHS2EISvFINAL1.pdf,http://schools.nyc.gov/NR/rdonlyres/65458436-3939-433C-8EF0-351EACBF92FB/140223/BUP_EHSIandIIatM013_vFINAL3.pdf,M013
511,"The Proposed Co-location of the Middle School Grades of Success Academy Charter School – Manhattan 1 (84MTBD), Success Academy Charter School – Manhattan 2 (84MTBD) and Success Academy Charter School – Upper West (84M523), Collectively Known as Success Academy Charter",2021.0,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/139095/SAManhattanMSEISvFINAL2.pdf,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/139290/BUP_M625_SAManhattanMS_vAMENDED5.pdf,M625
518,The Proposed Expansion of the Co-location of Achievement First Apollo Charter School (84K774) with J.H.S. 302 Rafael Cordero (19K302) in Building K302 Beginning in 2014-2015,2017.0,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/137904/84K774AFApolloExpansionatK302_EIS_vfinal2.pdf,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/137905/19K302PhaseoutReplacement_BUP_vfinal5.pdf,K302
522,"The Proposed Expansion of the Co-Location of Success Academy Charter School – Bronx 1 (84X493) with M.S. 203 (07X203), The Urban Assembly Bronx Academy of Letters (07X551), and P168X (75X168) in Building X183, Beginning in 2014-2015",2017.0,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/137334/EIS_84X493GradeExpansionatX183_vfinal2.pdf,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/137335/BUP_84X493_X183_vFINAL2.pdf,X183
526,"The Proposed Opening and Co-location of New Visions Charter High
School for Applied Math and Science III (84KTBD) and New Visions
Charter High School for the Humanities III (84KTBD) with Sheepshead
Bay High School (22K495), P811K@K495 (75K811), a New District
High School 22K611(22K611) and a New Transfer School (22K630), in
School Building K495 Beginning in 2013-2014",2017.0,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/139776/EIS_K495NewVisions_secondamendedrevised_vfinal3.pdf,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/137672/BUP_NewVisionsK495_final_revised2.pdf,K495
532,"The Proposed Opening and Co-location of a New District High School 22K611 (22K611) and a New District Transfer High School (22K630) with Sheepshead Bay High School (22K495), P811K@K495 (75K811), New Visions Charter High School for Applied Math and Science III
(84KTBD), and New Visions Charter High School for the Humanities III
(84KTBD) in School Building K495, Beginning in 2013-2014",2017.0,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/139773/EIS_K495Replacements_secondamendedrevised_vfinal3.pdf,,K495
538,The Proposed Phase-out of Sheepshead Bay High School (22K495) Beginning in 2013-2014,2017.0,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/139771/EIS_K495POSheepsheadBay_secondamendedrevised_vfina.pdf,,K495
544,"The Proposed Phase-out of the High School of Graphic Communication Arts (02M625) Beginning in 2013-2014
",2021.0,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/137734/GraphicsPOEIS_vFINAL2.pdf,,M625
551,"The Proposed Opening and Co-location of Two New District Middle
Schools, 19K661 and 19K662, with Existing Schools J.H.S. 302 Rafael
Cordero (19K302) and Achievement First Apollo Charter School
(84K774) in Building K302 Beginning in 2013-2014",2017.0,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/138735/19K302PhaseoutReplacement_AmendedEIS_vfinal2.pdf,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/137902/19K302PhaseoutReplacement_BUP_vfinal4.pdf,K302
555,The Proposed Phase-Out of J.H.S. 302 Rafael Cordero School (19K302) Beginning in 2013-2014,2017.0,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/138734/19K302PhaseOut_AmendedEIS_vfinal2.pdf,,K302
559,"The Proposed Co-location of a New District High School, 02M135, with High School of Graphic Communication Arts (02M625), Business of Sports School (02M393), Urban Assembly Gateway School for Technology (02M507), and
Success Academy Charter School – Manhattan 2 (84MTBD) in School Building M625, Beginning in 2013-2014, and New
Public Charter School Success Academy Charter School – Manhattan Middle School (84MTBD), Beginning in 2015-2016
",2021.0,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/137736/GraphicsReplacement02MTBD_vFINAL2.pdf,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/139289/BUP_M625_SAManhattanMS_vAMENDED4.pdf,M625
566,"The Proposed Opening and Co-location of New High School,
02M139, with Murry Bergtraum High School for Business
Careers (02M520) in School Building M520, Beginning in
2013-2014",2017.0,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/137732/BergtraumReplacementvFINAL2.pdf,,M520
568,"The Proposed Phase-out of Jonathan Levin High School for
Media and Communications (09X414) Beginning in 2013-2014",2018.0,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/138635/EIS_AmendedLevinPO_vFinal2.pdf,,X410
576,"The Proposed Opening and Co-location of A New Secondary
School, 09X350, with The Urban Assembly Academy for
History and Citizenship for Young Men (09X239), Bronx
Collegiate Academy (09X227), DreamYard Preparatory
School (09X329), Bronx High School of Business (09X412),
Bronx High School for Medical Science (09X413), Jonathan
Levin High School for Media and Communications (09X414),
and Claremont International (09X564) in School Building
X410, Beginning in 2013-2014
",2018.0,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/138798/EIS_Amended_X350_at_Levin_vFinal2.pdf,,X410
584,"The Proposed Opening and Co-location of New High School 07X259 with Existing Schools Samuel Gompers Career and Technical Education High School (07X655), Mott Haven Community High School (07X557) and New Visions Charter High School for the Humanities II (84X208) in Building X655, Beginning in 2013-2014",2018.0,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/136059/EIS07XTBDCTEHSCoLocationX655Gompers_vFINAL2.pdf,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/136060/BUP_07XTBDCTEHSColocationX655Gompers_vfinal2.pdf,X655
588,The Proposed Phase-Out of M.S. 203 (07X203) Beginning in 2013-2014,2017.0,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/138677/07X203_POEISvamendvfinal2.pdf,,X183
592,The Proposed Phase-out of Bread & Roses Integrated Arts High School (05M685) Beginning in 2013-2014,2019.0,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/139391/05M685_PO_Amended_vfinal4.pdf,,M136
596,The Proposed Phase-out of Choir Academy of Harlem (05M469) Beginning in 2013-2014,2017.0,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/139667/ChoirHSPOEISAMENDEDFINAL2.pdf,,M501
601,"The Proposed Opening and Co-location of New Secondary School Eagle Academy for Young Men of Harlem (05M148) with KAPPA IV (05M302), Mott Hall High School (05M304) and Bread & Roses Integrated Arts High School (05M685) in School Building M136, Beginning in 2013-2014",2019.0,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/139392/05M685_Replacement_revised_vfinal4.pdf,,M136
605,The Proposed Phase-out of J.H.S. 13 Jackie Robinson (04M013) Beginning in the 2013-2014 School Year,2020.0,http://schools.nyc.gov/NR/rdonlyres/BF115982-FF79-4522-AA19-1F9BE2F133D8/140219/JHS13POvFINAL4.pdf,,M013
610,The Proposed Co-location of Citizens of the World Charter School New York 2 (84KTBD) in Building K221 and Building K892 with Existing School P.S. 221 Toussaint L’Ouverture (17K221) Beginning in the 2013-2014 School Year,2017.0,http://schools.nyc.gov/NR/rdonlyres/C28CFB8A-D002-40C2-880E-BB31AC44BAD8/134888/EIS_84KTBD_COTW_K221_v13_CC_vfinal.pdf ,http://schools.nyc.gov/NR/rdonlyres/C28CFB8A-D002-40C2-880E-BB31AC44BAD8/134889/BUP_84KTBD_COTW_K221_vfinal.pdf ,K221
